id,instance_type,architecture,start_type,operation,language,iteration,execution_time_ms,avg_cpu_usage_percent,max_memory_usage_mb,avg_memory_usage_mb
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,0,728.8326860000325,99.31,75.59765625,55.58074230541182
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,1,710.1168420000477,98.58,75.93359375,54.99817839464026
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,2,665.3195279999409,98.5,75.98046875,55.84112750406064
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,3,717.8328510000256,97.92,75.8125,55.01466925900035
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,4,758.359834000089,98.03,75.8046875,55.76592795240893
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,5,763.9655290000746,98.05,75.98828125,54.85086293528471
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,6,693.3974959999887,97.79,76.00390625,54.95243203667581
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,7,706.2405670000089,97.9,75.8359375,54.88641842818727
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,8,813.3295129999851,98.77,76.56640625,55.44092426458031
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,9,766.1302899999782,98.68,75.64453125,54.45319552339207
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,10,746.9999769999731,99.33,75.7265625,55.97659504605629
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,11,756.3395009999567,99.35,75.640625,54.72399225058609
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,12,658.6253200000556,98.46,75.9375,55.486875567665756
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,13,744.9560329998803,98.66,75.8671875,54.58670461886305
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,14,745.5767799999649,99.32,75.94921875,55.0390907748233
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,15,685.6509920000917,98.54,75.765625,54.5657778018174
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,16,680.2349080001022,97.79,75.75,54.62710729651418
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,17,667.497725999965,99.24,75.4140625,54.92293332161996
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,18,729.7429259999717,98.61,75.5546875,55.51043061624847
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,19,727.1462159999373,98.63,75.87109375,54.91780208153394
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,20,796.779196999978,98.74,75.84375,55.22770679369602
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,21,725.8893340001578,99.31,75.9453125,55.306346015632016
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,22,741.0493480001605,98.63,75.66015625,55.06842626169428
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,23,806.8327579999277,98.16,76.58203125,55.57448803019177
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,24,709.5307779998166,97.9,75.5,54.89954533473906
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,25,664.7948030001771,99.23,75.71484375,55.433565287897636
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,26,664.3892379997851,98.48,75.76953125,55.06024308675532
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,27,737.7990009999849,98.64,75.71875,55.04189589730468
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,28,737.4404260001484,98.64,75.87890625,56.53703221364408
583d7d33-866a-4545-afde-550de9282522,t2.medium,x86,cold,aes256_decrypt,c#,29,662.7788490000057,98.51,75.6875,55.40319725757304
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,0,5471.615380999992,100.0,78.3828125,56.134495468391094
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,1,850.1603049999176,98.83,75.92578125,53.273804955096075
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,2,666.3898649999282,97.73,75.83203125,55.603754583447206
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,3,711.2012469999627,98.6,75.82421875,55.39182292129095
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,4,742.6575710001089,98.65,75.52734375,54.63605967904248
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,5,699.8992059998272,97.86,75.734375,54.279207744962974
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,6,793.0488409999725,98.11,75.765625,54.86945687337199
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,7,658.668415999955,98.48,75.8046875,55.17106228553368
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,8,725.7811800000127,99.31,75.671875,55.332453258664785
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,9,661.0482230000798,98.48,75.8203125,55.121905800705306
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,10,768.6736599998767,98.04,75.7421875,54.973604362276234
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,11,733.4561860000122,99.32,75.73046875,55.02700575807923
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,12,841.9829029999164,98.82,76.875,56.42805740257554
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,13,652.0911159998377,98.45,75.8359375,55.538837928413486
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,14,737.9645670000627,97.97,76.0,55.07828847451907
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,15,733.7246329998379,99.32,75.9765625,55.27609196420661
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,16,737.966642000174,98.64,76.05078125,55.15351057381466
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,17,698.5924880000312,98.55,75.6875,55.31045156591406
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,18,688.5088719998294,98.57,75.8515625,55.67406716417911
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,19,673.0021979999492,98.48,75.70703125,55.292673500240575
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,20,666.6008629999851,99.24,75.75,55.4714546173447
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,21,676.5133079998122,99.26,75.44140625,55.26343401586621
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,22,736.6339079999307,98.63,75.8671875,55.35521765607089
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,23,762.2386519999509,98.06,75.98828125,55.40313768900305
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,24,685.3319430001648,97.79,75.9921875,54.79699899700203
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,25,673.2050759999311,98.52,75.6640625,54.73511683976261
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,26,653.5548960000597,98.44,75.9453125,55.82453541415173
85601ef0-0233-42f4-ad8f-d95a2637d8f5,t2.medium,x86,warm,aes256_decrypt,c#,27,712.2255009999208,98.59,75.77734375,55.12772410885794
