id,instance_type,architecture,start_type,operation,language,iteration,execution_time_ms,avg_cpu_usage_percent,max_memory_usage_mb,avg_memory_usage_mb
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,0,12931.260296999992,27.47,78.7890625,27.675241455548907
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,1,751.9838210000671,39.77,75.25,54.95136238742177
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,2,750.4557769999565,39.67,75.39453125,55.45478780775426
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,3,760.3422559999444,39.84,75.26953125,54.80659984186862
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,4,777.9425869999841,39.77,75.375,54.68815251929188
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,5,755.8335590000524,30.21,74.9140625,54.65819410224823
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,6,781.9007289999718,28.96,75.12890625,55.378637295081965
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,7,774.6008789999905,26.74,75.26171875,54.25934123475043
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,8,739.7146760000624,27.15,75.39453125,55.00943663248902
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,9,743.561690999968,27.3,75.3828125,55.37936748891568
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,10,820.1523100000259,30.0,76.140625,55.88830433700812
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,11,757.0525090000046,26.99,75.26953125,55.69862624070667
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,12,743.4088909999446,26.81,75.015625,55.20157540316298
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,13,743.6565799999926,27.21,75.25390625,55.01034768410258
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,14,1822.961302000067,18.78,76.640625,62.17418252045904
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,15,736.5109990000747,27.53,75.01953125,54.69158960334661
07044c97-99d4-4903-a7da-7371bf987462,t4g.2xlarge,arm,cold,aes256_decrypt,c#,16,754.8113130000047,27.03,75.140625,55.48390979895642
