id,instance_type,architecture,start_type,operation,language,iteration,execution_time_ms,avg_cpu_usage_percent,max_memory_usage_mb,avg_memory_usage_mb
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,0,1711.7808119999154,98.55,63.4765625,56.466343299406276
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,1,1735.7507619999524,98.84,62.6953125,56.34037344376958
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,2,1714.4493280000006,98.54,62.72265625,56.119259777352156
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,3,1753.0926930000987,97.44,62.8515625,55.9823739382825
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,4,1744.363728000053,98.85,62.59375,56.17042290023579
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,5,1753.6389039998994,98.86,62.7265625,56.353766935677825
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,6,1769.7159319998264,98.02,62.96484375,56.62144758812464
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,7,1779.4764139998733,98.02,62.84765625,56.474752755343104
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,8,1756.446945999869,98.58,62.84375,56.594157208911305
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,9,1813.9423569998598,98.07,62.9765625,56.685722436797754
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,10,1743.6956690000898,97.71,62.84375,56.413510986840315
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,11,1737.824572000136,99.14,62.85546875,55.93696223302952
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,12,1837.1987840000656,97.81,62.7265625,56.362578994760966
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,13,1756.2664600000062,98.58,62.7265625,56.020913889387124
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,14,1838.5408899998765,98.09,62.8515625,56.22200854700855
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,15,1746.6467189999548,97.13,62.98046875,55.867679781733614
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,16,1770.5796660000033,98.59,62.8515625,55.65089491419946
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,17,1731.4230990000397,98.84,62.9453125,55.97203620511098
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,18,1717.2903919999953,98.55,62.84765625,56.1880412554203
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,19,1845.8161639998707,98.65,63.48046875,57.28991421001183
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,20,1851.7522269999063,98.11,63.46484375,57.33174625871879
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,21,1794.8743859999468,98.61,63.3515625,56.74890672276853
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,22,1819.6122599999853,97.25,62.8515625,56.08300705940569
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,23,1752.4473749999743,97.71,62.8515625,55.58987700570789
cc022e09-d4a4-4382-b2a3-8932ae267f22,standard_b2pls_v2,arm,cold,ecc256_sign,c#,24,1830.7064069999797,96.71,63.4765625,57.137899222366606
