start_type,language,architecture,operation,execution_time_ms,memory_size
cold,typescript,x86,rsa2048_encrypt,133.8603,1500
cold,typescript,x86,rsa2048_encrypt,179.0513,1500
cold,typescript,x86,rsa2048_encrypt,112.1638,1500
cold,typescript,x86,rsa2048_encrypt,107.7026,1500
cold,typescript,x86,rsa2048_encrypt,144.6021,1500
cold,typescript,x86,rsa2048_encrypt,147.3552,1500
cold,typescript,x86,rsa2048_encrypt,118.3927,1500
cold,typescript,x86,rsa2048_encrypt,109.9987,1500
cold,typescript,x86,rsa2048_encrypt,145.6324,1500
cold,typescript,x86,rsa2048_encrypt,128.8511,1500
cold,typescript,x86,rsa2048_encrypt,120.4569,1500
cold,typescript,x86,rsa2048_encrypt,237.6477,1500
cold,typescript,x86,rsa2048_encrypt,118.4969,1500
cold,typescript,x86,rsa2048_encrypt,105.4143,1500
cold,typescript,x86,rsa2048_encrypt,129.1381,1500
cold,typescript,x86,rsa2048_encrypt,118.2899,1500
cold,typescript,x86,rsa3072_decrypt,6372.5355,1500
cold,typescript,x86,rsa3072_decrypt,176.624,1500
cold,typescript,x86,rsa3072_decrypt,162.5023,1500
cold,typescript,x86,rsa3072_decrypt,164.8694,1500
cold,typescript,x86,rsa3072_decrypt,147.0247,1500
cold,typescript,x86,rsa3072_decrypt,146.8654,1500
cold,typescript,x86,rsa3072_decrypt,168.53,1500
cold,typescript,x86,rsa3072_decrypt,158.338,1500
cold,typescript,x86,rsa3072_decrypt,162.0754,1500
cold,typescript,x86,rsa3072_decrypt,129.6546,1500
cold,typescript,x86,rsa3072_decrypt,137.7748,1500
cold,typescript,x86,rsa3072_decrypt,134.8995,1500
cold,typescript,x86,rsa3072_decrypt,128.6211,1500
cold,typescript,x86,rsa3072_decrypt,160.8094,1500
cold,typescript,x86,rsa3072_decrypt,133.9978,1500
cold,typescript,x86,rsa3072_decrypt,264.2397,1500
cold,typescript,x86,rsa3072_decrypt,400.5291,1500
cold,typescript,x86,rsa3072_decrypt,358.9989,1500
cold,typescript,x86,rsa3072_decrypt,136.6798,1500
cold,typescript,x86,rsa3072_decrypt,129.4946,1500
cold,typescript,x86,rsa3072_decrypt,149.1719,1500
cold,typescript,x86,rsa3072_decrypt,144.8578,1500
cold,typescript,x86,rsa3072_decrypt,125.9286,1500
cold,typescript,x86,rsa3072_decrypt,131.2639,1500
cold,typescript,x86,rsa3072_decrypt,143.5805,1500
cold,typescript,x86,rsa3072_decrypt,144.1496,1500
cold,typescript,x86,rsa3072_decrypt,138.2063,1500
cold,typescript,x86,rsa3072_decrypt,130.8608,1500
cold,typescript,x86,rsa3072_decrypt,158.3885,1500
cold,typescript,x86,rsa3072_decrypt,135.3503,1500
cold,typescript,x86,rsa3072_encrypt,6699.1216,1500
cold,typescript,x86,rsa3072_encrypt,192.1146,1500
cold,typescript,x86,rsa3072_encrypt,170.7319,1500
cold,typescript,x86,rsa3072_encrypt,171.274,1500
cold,typescript,x86,rsa3072_encrypt,170.2793,1500
cold,typescript,x86,rsa3072_encrypt,138.1706,1500
cold,typescript,x86,rsa3072_encrypt,144.6189,1500
cold,typescript,x86,rsa3072_encrypt,127.1211,1500
cold,typescript,x86,rsa3072_encrypt,158.061,1500
cold,typescript,x86,rsa3072_encrypt,125.699,1500
cold,typescript,x86,rsa3072_encrypt,144.1272,1500
cold,typescript,x86,rsa3072_encrypt,166.9512,1500
cold,typescript,x86,rsa3072_encrypt,146.2733,1500
cold,typescript,x86,rsa3072_encrypt,138.8564,1500
cold,typescript,x86,rsa3072_encrypt,167.6606,1500
cold,typescript,x86,rsa3072_encrypt,309.3148,1500
cold,typescript,x86,rsa3072_encrypt,179.7671,1500
cold,typescript,x86,rsa3072_encrypt,228.9974,1500
cold,typescript,x86,rsa3072_encrypt,155.7006,1500
cold,typescript,x86,rsa3072_encrypt,143.0914,1500
cold,typescript,x86,rsa3072_encrypt,142.6679,1500
cold,typescript,x86,rsa3072_encrypt,135.4958,1500
cold,typescript,x86,rsa3072_encrypt,128.9348,1500
cold,typescript,x86,rsa3072_encrypt,129.0349,1500
cold,typescript,x86,rsa3072_encrypt,152.9236,1500
cold,typescript,x86,rsa3072_encrypt,142.3709,1500
cold,typescript,x86,rsa3072_encrypt,133.1287,1500
cold,typescript,x86,rsa3072_encrypt,131.5088,1500
cold,typescript,x86,rsa3072_encrypt,141.9407,1500
cold,typescript,x86,rsa3072_encrypt,133.9438,1500
cold,typescript,x86,rsa4096_decrypt,6524.1162,1500
cold,typescript,x86,rsa4096_decrypt,184.7758,1500
cold,typescript,x86,rsa4096_decrypt,202.0552,1500
cold,typescript,x86,rsa4096_decrypt,186.0894,1500
cold,typescript,x86,rsa4096_decrypt,153.034,1500
cold,typescript,x86,rsa4096_decrypt,195.1721,1500
cold,typescript,x86,rsa4096_decrypt,195.4166,1500
cold,typescript,x86,rsa4096_decrypt,279.6761,1500
cold,typescript,x86,rsa4096_decrypt,184.2791,1500
cold,typescript,x86,rsa4096_decrypt,190.0428,1500
cold,typescript,x86,rsa4096_decrypt,133.5781,1500
cold,typescript,x86,rsa4096_decrypt,142.7763,1500
cold,typescript,x86,rsa4096_decrypt,141.8601,1500
cold,typescript,x86,rsa4096_decrypt,139.2166,1500
cold,typescript,x86,rsa4096_decrypt,157.9079,1500
cold,typescript,x86,rsa4096_decrypt,214.8161,1500
cold,typescript,x86,rsa4096_decrypt,185.0525,1500
cold,typescript,x86,rsa4096_decrypt,156.0301,1500
cold,typescript,x86,rsa4096_decrypt,155.9077,1500
cold,typescript,x86,rsa4096_decrypt,148.0153,1500
cold,typescript,x86,rsa4096_decrypt,161.2928,1500
cold,typescript,x86,rsa4096_decrypt,161.2385,1500
cold,typescript,x86,rsa4096_decrypt,153.4641,1500
cold,typescript,x86,rsa4096_decrypt,143.7997,1500
cold,typescript,x86,rsa4096_decrypt,150.709,1500
cold,typescript,x86,rsa4096_decrypt,178.6597,1500
cold,typescript,x86,rsa4096_decrypt,156.3576,1500
cold,typescript,x86,rsa4096_decrypt,236.7306,1500
cold,typescript,x86,rsa4096_decrypt,145.7904,1500
cold,typescript,x86,rsa4096_decrypt,177.5027,1500
cold,typescript,x86,rsa4096_encrypt,6804.4176,1500
cold,typescript,x86,rsa4096_encrypt,186.5938,1500
cold,typescript,x86,rsa4096_encrypt,197.1933,1500
cold,typescript,x86,rsa4096_encrypt,135.6141,1500
cold,typescript,x86,rsa4096_encrypt,167.2789,1500
cold,typescript,x86,rsa4096_encrypt,165.2078,1500
cold,typescript,x86,rsa4096_encrypt,132.5507,1500
cold,typescript,x86,rsa4096_encrypt,122.9761,1500
cold,typescript,x86,rsa4096_encrypt,211.3116,1500
cold,typescript,x86,rsa4096_encrypt,140.1721,1500
cold,typescript,x86,rsa4096_encrypt,131.3905,1500
cold,typescript,x86,rsa4096_encrypt,150.752,1500
cold,typescript,x86,rsa4096_encrypt,142.8826,1500
cold,typescript,x86,rsa4096_encrypt,131.4754,1500
cold,typescript,x86,rsa4096_encrypt,137.6374,1500
cold,typescript,x86,rsa4096_encrypt,147.1397,1500
cold,typescript,x86,rsa4096_encrypt,136.9881,1500
cold,typescript,x86,rsa4096_encrypt,127.4152,1500
cold,typescript,x86,rsa4096_encrypt,121.7303,1500
cold,typescript,x86,rsa4096_encrypt,136.6131,1500
cold,typescript,x86,rsa4096_encrypt,121.6186,1500
cold,typescript,x86,rsa4096_encrypt,125.4222,1500
cold,typescript,x86,rsa4096_encrypt,140.6926,1500
cold,typescript,x86,rsa4096_encrypt,137.2307,1500
cold,typescript,x86,rsa4096_encrypt,159.339,1500
cold,typescript,x86,rsa4096_encrypt,141.3953,1500
cold,typescript,x86,rsa4096_encrypt,155.8731,1500
cold,typescript,x86,rsa4096_encrypt,134.0443,1500
cold,typescript,x86,rsa4096_encrypt,423.1634,1500
cold,typescript,x86,rsa4096_encrypt,133.5866,1500
warm,c#,x86,ecc256_sign,162.1057,1500
warm,c#,x86,ecc256_sign,152.7815,1500
warm,c#,x86,ecc256_sign,165.3589,1500
warm,c#,x86,ecc256_sign,128.4128,1500
warm,c#,x86,ecc256_sign,118.1329,1500
warm,c#,x86,ecc256_sign,110.9868,1500
warm,c#,x86,ecc256_sign,111.4389,1500
warm,c#,x86,ecc256_sign,105.9865,1500
warm,c#,x86,ecc256_sign,142.365,1500
warm,c#,x86,ecc256_sign,107.7992,1500
warm,c#,x86,ecc256_sign,135.4348,1500
warm,c#,x86,ecc256_sign,139.0226,1500
warm,c#,x86,ecc256_sign,128.1328,1500
warm,c#,x86,ecc256_sign,137.3139,1500
warm,c#,x86,ecc256_sign,111.4946,1500
warm,c#,x86,ecc256_sign,126.3413,1500
warm,c#,x86,ecc256_sign,99.4809,1500
warm,c#,x86,ecc256_sign,130.9146,1500
warm,c#,x86,ecc256_sign,104.0453,1500
warm,c#,x86,ecc256_sign,114.8517,1500
warm,c#,x86,ecc256_sign,113.4059,1500
warm,c#,x86,ecc256_sign,115.0517,1500
warm,c#,x86,ecc256_sign,115.308,1500
warm,c#,x86,ecc256_sign,100.7792,1500
warm,c#,x86,ecc256_sign,128.4897,1500
warm,c#,x86,ecc256_sign,96.8073,1500
warm,c#,x86,ecc256_sign,111.9993,1500
warm,c#,x86,ecc256_sign,111.3101,1500
warm,c#,x86,ecc256_sign,139.8129,1500
warm,c#,x86,ecc256_sign,117.5173,1500
warm,c#,x86,ecc256_verify,97.8425,1500
warm,c#,x86,ecc256_verify,79.4671,1500
warm,c#,x86,ecc256_verify,95.4826,1500
warm,c#,x86,ecc256_verify,87.757,1500
warm,c#,x86,ecc256_verify,108.3385,1500
warm,c#,x86,ecc256_verify,114.2763,1500
warm,c#,x86,ecc256_verify,145.928,1500
warm,c#,x86,ecc256_verify,75.2027,1500
warm,c#,x86,ecc256_verify,97.3364,1500
warm,c#,x86,ecc256_verify,117.5345,1500
warm,c#,x86,ecc256_verify,71.3978,1500
warm,c#,x86,ecc256_verify,94.3241,1500
warm,c#,x86,ecc256_verify,75.9513,1500
warm,c#,x86,ecc256_verify,96.0202,1500
warm,c#,x86,ecc256_verify,77.6504,1500
warm,c#,x86,ecc256_verify,87.873,1500
warm,c#,x86,ecc256_verify,92.1014,1500
warm,c#,x86,ecc256_verify,76.156,1500
warm,c#,x86,ecc256_verify,74.35,1500
warm,c#,x86,ecc256_verify,84.6063,1500
warm,c#,x86,ecc256_verify,75.5968,1500
warm,c#,x86,ecc256_verify,83.6056,1500
warm,c#,x86,ecc256_verify,74.7523,1500
warm,c#,x86,ecc256_verify,80.9751,1500
warm,c#,x86,ecc256_verify,81.0496,1500
warm,c#,x86,ecc256_verify,101.2099,1500
warm,c#,x86,ecc256_verify,81.0997,1500
warm,c#,x86,ecc256_verify,78.865,1500
warm,c#,x86,ecc256_verify,79.3517,1500
warm,c#,x86,ecc256_verify,79.4602,1500
warm,c#,x86,ecc384_sign,129.3347,1500
warm,c#,x86,ecc384_sign,127.5998,1500
warm,c#,x86,ecc384_sign,155.1777,1500
warm,c#,x86,ecc384_sign,139.2976,1500
warm,c#,x86,ecc384_sign,115.5508,1500
warm,c#,x86,ecc384_sign,140.2577,1500
warm,c#,x86,ecc384_sign,109.6709,1500
warm,c#,x86,ecc384_sign,91.8106,1500
warm,c#,x86,ecc384_sign,112.2068,1500
warm,c#,x86,ecc384_sign,114.0353,1500
warm,c#,x86,ecc384_sign,157.7649,1500
warm,c#,x86,ecc384_sign,105.0888,1500
warm,c#,x86,ecc384_sign,119.7273,1500
warm,c#,x86,ecc384_sign,114.9613,1500
warm,c#,x86,ecc384_sign,119.9826,1500
warm,c#,x86,ecc384_sign,83.7537,1500
warm,c#,x86,ecc384_sign,110.8182,1500
warm,c#,x86,ecc384_sign,106.8924,1500
warm,c#,x86,ecc384_sign,111.0397,1500
warm,c#,x86,ecc384_sign,115.6223,1500
warm,c#,x86,ecc384_sign,115.0057,1500
warm,c#,x86,ecc384_sign,114.5085,1500
warm,c#,x86,ecc384_sign,126.4117,1500
warm,c#,x86,ecc384_sign,121.1167,1500
warm,c#,x86,ecc384_sign,109.0447,1500
warm,c#,x86,ecc384_sign,114.4321,1500
warm,c#,x86,ecc384_sign,103.8653,1500
warm,c#,x86,ecc384_sign,126.4541,1500
warm,c#,x86,ecc384_sign,117.9547,1500
warm,c#,x86,ecc384_sign,103.8254,1500
warm,c#,x86,ecc384_verify,86.6449,1500
warm,c#,x86,ecc384_verify,78.5194,1500
warm,c#,x86,ecc384_verify,112.3724,1500
warm,c#,x86,ecc384_verify,85.1232,1500
warm,c#,x86,ecc384_verify,79.3513,1500
warm,c#,x86,ecc384_verify,89.9925,1500
warm,c#,x86,ecc384_verify,97.7941,1500
warm,c#,x86,ecc384_verify,78.7695,1500
warm,c#,x86,ecc384_verify,89.882,1500
warm,c#,x86,ecc384_verify,70.21,1500
warm,c#,x86,ecc384_verify,100.3244,1500
warm,c#,x86,ecc384_verify,79.6791,1500
warm,c#,x86,ecc384_verify,71.6886,1500
warm,c#,x86,ecc384_verify,75.4777,1500
warm,c#,x86,ecc384_verify,76.3311,1500
warm,c#,x86,ecc384_verify,81.826,1500
warm,c#,x86,ecc384_verify,82.0214,1500
warm,c#,x86,ecc384_verify,72.7889,1500
warm,c#,x86,ecc384_verify,76.5903,1500
warm,c#,x86,ecc384_verify,80.6815,1500
warm,c#,x86,ecc384_verify,81.4316,1500
warm,c#,x86,ecc384_verify,87.7362,1500
warm,c#,x86,ecc384_verify,76.9358,1500
warm,c#,x86,ecc384_verify,78.8621,1500
warm,c#,x86,ecc384_verify,56.9413,1500
warm,c#,x86,ecc384_verify,84.2681,1500
warm,c#,x86,ecc384_verify,77.3892,1500
warm,c#,x86,ecc384_verify,65.4842,1500
warm,c#,x86,ecc384_verify,64.8222,1500
warm,c#,x86,ecc384_verify,90.6738,1500
warm,c#,x86,rsa2048_decrypt,121.1358,1500
warm,c#,x86,rsa2048_decrypt,122.5404,1500
warm,c#,x86,rsa2048_decrypt,115.9468,1500
warm,c#,x86,rsa2048_decrypt,134.1249,1500
warm,c#,x86,rsa2048_decrypt,121.2665,1500
warm,c#,x86,rsa2048_decrypt,126.0664,1500
warm,c#,x86,rsa2048_decrypt,149.9791,1500
warm,c#,x86,rsa2048_decrypt,108.058,1500
warm,c#,x86,rsa2048_decrypt,102.1383,1500
warm,c#,x86,rsa2048_decrypt,146.1692,1500
warm,c#,x86,rsa2048_decrypt,110.8896,1500
warm,c#,x86,rsa2048_decrypt,123.0336,1500
warm,c#,x86,rsa2048_decrypt,134.7765,1500
warm,c#,x86,rsa2048_decrypt,130.0168,1500
warm,c#,x86,rsa2048_decrypt,143.1992,1500
warm,c#,x86,rsa2048_decrypt,106.1947,1500
warm,c#,x86,rsa2048_decrypt,99.159,1500
warm,c#,x86,rsa2048_decrypt,113.3292,1500
warm,c#,x86,rsa2048_decrypt,108.1489,1500
warm,c#,x86,rsa2048_decrypt,141.5358,1500
warm,c#,x86,rsa2048_decrypt,113.424,1500
warm,c#,x86,rsa2048_decrypt,113.0098,1500
warm,c#,x86,rsa2048_decrypt,124.2663,1500
warm,c#,x86,rsa2048_decrypt,91.8188,1500
warm,c#,x86,rsa2048_decrypt,101.0077,1500
warm,c#,x86,rsa2048_decrypt,98.0045,1500
warm,c#,x86,rsa2048_decrypt,136.5453,1500
warm,c#,x86,rsa2048_decrypt,99.6338,1500
warm,c#,x86,rsa2048_decrypt,97.5949,1500
warm,c#,x86,rsa2048_decrypt,121.3609,1500
warm,c#,x86,rsa2048_encrypt,77.9707,1500
warm,c#,x86,rsa2048_encrypt,100.3956,1500
warm,c#,x86,rsa2048_encrypt,85.9714,1500
warm,c#,x86,rsa2048_encrypt,70.3001,1500
warm,c#,x86,rsa2048_encrypt,88.332,1500
warm,c#,x86,rsa2048_encrypt,70.9331,1500
warm,c#,x86,rsa2048_encrypt,83.6378,1500
warm,c#,x86,rsa2048_encrypt,111.106,1500
warm,c#,x86,rsa2048_encrypt,86.7999,1500
warm,c#,x86,rsa2048_encrypt,101.9264,1500
warm,c#,x86,rsa2048_encrypt,89.2881,1500
warm,c#,x86,rsa2048_encrypt,78.3915,1500
warm,c#,x86,rsa2048_encrypt,70.3207,1500
warm,c#,x86,rsa2048_encrypt,75.0105,1500
warm,c#,x86,rsa2048_encrypt,76.5889,1500
warm,c#,x86,rsa2048_encrypt,88.5827,1500
warm,c#,x86,rsa2048_encrypt,69.8244,1500
warm,c#,x86,rsa2048_encrypt,93.4723,1500
warm,c#,x86,rsa2048_encrypt,73.3523,1500
warm,c#,x86,rsa2048_encrypt,82.656,1500
warm,c#,x86,rsa2048_encrypt,77.6965,1500
warm,c#,x86,rsa2048_encrypt,73.0892,1500
warm,c#,x86,rsa2048_encrypt,98.1406,1500
warm,c#,x86,rsa2048_encrypt,73.3396,1500
warm,c#,x86,rsa2048_encrypt,74.4136,1500
warm,c#,x86,rsa2048_encrypt,74.0452,1500
warm,c#,x86,rsa2048_encrypt,85.3621,1500
warm,c#,x86,rsa2048_encrypt,85.1275,1500
warm,c#,x86,rsa2048_encrypt,75.0686,1500
warm,c#,x86,rsa2048_encrypt,86.5723,1500
warm,c#,x86,rsa3072_decrypt,142.0442,1500
warm,c#,x86,rsa3072_decrypt,124.793,1500
warm,c#,x86,rsa3072_decrypt,140.4775,1500
warm,c#,x86,rsa3072_decrypt,122.3292,1500
warm,c#,x86,rsa3072_decrypt,165.7574,1500
warm,c#,x86,rsa3072_decrypt,119.2129,1500
warm,c#,x86,rsa3072_decrypt,144.9317,1500
warm,c#,x86,rsa3072_decrypt,127.9238,1500
warm,c#,x86,rsa3072_decrypt,125.7953,1500
warm,c#,x86,rsa3072_decrypt,128.2807,1500
warm,c#,x86,rsa3072_decrypt,125.5859,1500
warm,c#,x86,rsa3072_decrypt,121.6453,1500
warm,c#,x86,rsa3072_decrypt,110.9634,1500
warm,c#,x86,rsa3072_decrypt,125.5579,1500
warm,c#,x86,rsa3072_decrypt,175.134,1500
warm,c#,x86,rsa3072_decrypt,283.9858,1500
warm,c#,x86,rsa3072_decrypt,131.5695,1500
warm,c#,x86,rsa3072_decrypt,137.9154,1500
warm,c#,x86,rsa3072_decrypt,123.9055,1500
warm,c#,x86,rsa3072_decrypt,115.9807,1500
warm,c#,x86,rsa3072_decrypt,110.8455,1500
warm,c#,x86,rsa3072_decrypt,125.7269,1500
warm,c#,x86,rsa3072_decrypt,117.1938,1500
warm,c#,x86,rsa3072_decrypt,97.9052,1500
warm,c#,x86,rsa3072_decrypt,133.3139,1500
warm,c#,x86,rsa3072_decrypt,117.4815,1500
warm,c#,x86,rsa3072_decrypt,107.1521,1500
warm,c#,x86,rsa3072_decrypt,113.5775,1500
warm,c#,x86,rsa3072_decrypt,128.0637,1500
warm,c#,x86,rsa3072_decrypt,110.0744,1500
warm,c#,x86,rsa3072_encrypt,89.0434,1500
warm,c#,x86,rsa3072_encrypt,91.1192,1500
warm,c#,x86,rsa3072_encrypt,88.8378,1500
warm,c#,x86,rsa3072_encrypt,80.0954,1500
warm,c#,x86,rsa3072_encrypt,89.6872,1500
warm,c#,x86,rsa3072_encrypt,104.8829,1500
warm,c#,x86,rsa3072_encrypt,80.3939,1500
warm,c#,x86,rsa3072_encrypt,59.5494,1500
warm,c#,x86,rsa3072_encrypt,82.998,1500
warm,c#,x86,rsa3072_encrypt,74.3873,1500
warm,c#,x86,rsa3072_encrypt,101.364,1500
warm,c#,x86,rsa3072_encrypt,82.4094,1500
warm,c#,x86,rsa3072_encrypt,87.525,1500
warm,c#,x86,rsa3072_encrypt,68.2034,1500
warm,c#,x86,rsa3072_encrypt,91.0055,1500
warm,c#,x86,rsa3072_encrypt,86.7325,1500
warm,c#,x86,rsa3072_encrypt,83.3717,1500
warm,c#,x86,rsa3072_encrypt,81.419,1500
warm,c#,x86,rsa3072_encrypt,81.1238,1500
warm,c#,x86,rsa3072_encrypt,92.8692,1500
warm,c#,x86,rsa3072_encrypt,82.8775,1500
warm,c#,x86,rsa3072_encrypt,98.6625,1500
warm,c#,x86,rsa3072_encrypt,82.319,1500
warm,c#,x86,rsa3072_encrypt,145.1524,1500
warm,c#,x86,rsa3072_encrypt,68.1253,1500
warm,c#,x86,rsa3072_encrypt,77.5391,1500
warm,c#,x86,rsa3072_encrypt,70.4159,1500
warm,c#,x86,rsa3072_encrypt,70.7425,1500
warm,c#,x86,rsa3072_encrypt,63.3064,1500
warm,c#,x86,rsa3072_encrypt,74.7613,1500
warm,c#,x86,rsa4096_decrypt,125.1681,1500
warm,c#,x86,rsa4096_decrypt,129.6895,1500
warm,c#,x86,rsa4096_decrypt,302.0137,1500
warm,c#,x86,rsa4096_decrypt,147.9796,1500
warm,c#,x86,rsa4096_decrypt,195.9596,1500
warm,c#,x86,rsa4096_decrypt,140.9871,1500
warm,c#,x86,rsa4096_decrypt,154.0778,1500
warm,c#,x86,rsa4096_decrypt,122.741,1500
warm,c#,x86,rsa4096_decrypt,108.4109,1500
warm,c#,x86,rsa4096_decrypt,140.6125,1500
warm,c#,x86,rsa4096_decrypt,137.5136,1500
warm,c#,x86,rsa4096_decrypt,112.4425,1500
warm,c#,x86,rsa4096_decrypt,135.7966,1500
warm,c#,x86,rsa4096_decrypt,132.9097,1500
warm,c#,x86,rsa4096_decrypt,115.7473,1500
warm,c#,x86,rsa4096_decrypt,132.8701,1500
warm,c#,x86,rsa4096_decrypt,127.3922,1500
warm,c#,x86,rsa4096_decrypt,114.8901,1500
warm,c#,x86,rsa4096_decrypt,171.7745,1500
warm,c#,x86,rsa4096_decrypt,127.1686,1500
warm,c#,x86,rsa4096_decrypt,154.4072,1500
warm,c#,x86,rsa4096_decrypt,104.4834,1500
warm,c#,x86,rsa4096_decrypt,114.0602,1500
warm,c#,x86,rsa4096_decrypt,147.3802,1500
warm,c#,x86,rsa4096_decrypt,139.7968,1500
warm,c#,x86,rsa4096_decrypt,114.9597,1500
warm,c#,x86,rsa4096_decrypt,123.2621,1500
warm,c#,x86,rsa4096_decrypt,144.8319,1500
warm,c#,x86,rsa4096_decrypt,97.2572,1500
warm,c#,x86,rsa4096_decrypt,120.2801,1500
warm,c#,x86,rsa4096_encrypt,92.2365,1500
warm,c#,x86,rsa4096_encrypt,103.5233,1500
warm,c#,x86,rsa4096_encrypt,92.8055,1500
warm,c#,x86,rsa4096_encrypt,97.5119,1500
warm,c#,x86,rsa4096_encrypt,99.8474,1500
warm,c#,x86,rsa4096_encrypt,68.9811,1500
warm,c#,x86,rsa4096_encrypt,77.8081,1500
warm,c#,x86,rsa4096_encrypt,92.2847,1500
warm,c#,x86,rsa4096_encrypt,66.3406,1500
warm,c#,x86,rsa4096_encrypt,86.1401,1500
warm,c#,x86,rsa4096_encrypt,91.0134,1500
warm,c#,x86,rsa4096_encrypt,76.5017,1500
warm,c#,x86,rsa4096_encrypt,135.232,1500
warm,c#,x86,rsa4096_encrypt,64.958,1500
warm,c#,x86,rsa4096_encrypt,68.8431,1500
warm,c#,x86,rsa4096_encrypt,78.2398,1500
warm,c#,x86,rsa4096_encrypt,81.2321,1500
warm,c#,x86,rsa4096_encrypt,77.2612,1500
warm,c#,x86,rsa4096_encrypt,84.2162,1500
warm,c#,x86,rsa4096_encrypt,85.0599,1500
warm,c#,x86,rsa4096_encrypt,90.7792,1500
warm,c#,x86,rsa4096_encrypt,87.9409,1500
warm,c#,x86,rsa4096_encrypt,65.7267,1500
warm,c#,x86,rsa4096_encrypt,72.2037,1500
warm,c#,x86,rsa4096_encrypt,70.3347,1500
warm,c#,x86,rsa4096_encrypt,93.4664,1500
warm,c#,x86,rsa4096_encrypt,86.4698,1500
warm,c#,x86,rsa4096_encrypt,76.0948,1500
warm,c#,x86,rsa4096_encrypt,296.7849,1500
warm,c#,x86,rsa4096_encrypt,67.6824,1500
warm,java,x86,ecc256_sign,148.8289,1500
warm,java,x86,ecc256_sign,146.1382,1500
warm,java,x86,ecc256_sign,158.2837,1500
warm,java,x86,ecc256_sign,146.3829,1500
warm,java,x86,ecc256_sign,137.3678,1500
warm,java,x86,ecc256_sign,144.4161,1500
warm,java,x86,ecc256_sign,137.4531,1500
warm,java,x86,ecc256_sign,121.2454,1500
warm,java,x86,ecc256_sign,131.1863,1500
warm,java,x86,ecc256_sign,113.6496,1500
warm,java,x86,ecc256_sign,148.7761,1500
warm,java,x86,ecc256_sign,125.5094,1500
warm,java,x86,ecc256_sign,166.8074,1500
warm,java,x86,ecc256_sign,136.645,1500
warm,java,x86,ecc256_sign,131.1646,1500
warm,java,x86,ecc256_sign,127.5587,1500
warm,java,x86,ecc256_sign,136.5988,1500
warm,java,x86,ecc256_sign,112.4869,1500
warm,java,x86,ecc256_sign,150.5114,1500
warm,java,x86,ecc256_sign,120.5719,1500
warm,java,x86,ecc256_sign,102.9195,1500
warm,java,x86,ecc256_sign,122.0182,1500
warm,java,x86,ecc256_sign,136.2271,1500
warm,java,x86,ecc256_sign,128.2439,1500
warm,java,x86,ecc256_sign,135.1924,1500
warm,java,x86,ecc256_sign,150.7256,1500
warm,java,x86,ecc256_sign,128.3887,1500
warm,java,x86,ecc256_sign,122.9787,1500
warm,java,x86,ecc256_sign,135.8988,1500
warm,java,x86,ecc256_sign,121.0508,1500
warm,java,x86,ecc256_verify,114.8861,1500
warm,java,x86,ecc256_verify,92.1262,1500
warm,java,x86,ecc256_verify,101.2139,1500
warm,java,x86,ecc256_verify,110.9938,1500
warm,java,x86,ecc256_verify,97.5086,1500
warm,java,x86,ecc256_verify,120.6375,1500
warm,java,x86,ecc256_verify,96.9307,1500
warm,java,x86,ecc256_verify,104.9726,1500
warm,java,x86,ecc256_verify,102.45,1500
warm,java,x86,ecc256_verify,113.4571,1500
warm,java,x86,ecc256_verify,91.1484,1500
warm,java,x86,ecc256_verify,102.7574,1500
warm,java,x86,ecc256_verify,225.4196,1500
warm,java,x86,ecc256_verify,80.8993,1500
warm,java,x86,ecc256_verify,112.1801,1500
warm,java,x86,ecc256_verify,93.1297,1500
warm,java,x86,ecc256_verify,91.2686,1500
warm,java,x86,ecc256_verify,110.7286,1500
warm,java,x86,ecc256_verify,128.1406,1500
warm,java,x86,ecc256_verify,120.8493,1500
warm,java,x86,ecc256_verify,137.4857,1500
warm,java,x86,ecc256_verify,104.5213,1500
warm,java,x86,ecc256_verify,83.7916,1500
warm,java,x86,ecc256_verify,90.4874,1500
warm,java,x86,ecc256_verify,86.3655,1500
warm,java,x86,ecc256_verify,95.1053,1500
warm,java,x86,ecc256_verify,105.5539,1500
warm,java,x86,ecc256_verify,167.8278,1500
warm,java,x86,ecc256_verify,101.2828,1500
warm,java,x86,ecc256_verify,82.6074,1500
warm,java,x86,ecc384_sign,152.8815,1500
warm,java,x86,ecc384_sign,146.2053,1500
warm,java,x86,ecc384_sign,141.2463,1500
warm,java,x86,ecc384_sign,134.4978,1500
warm,java,x86,ecc384_sign,186.9568,1500
warm,java,x86,ecc384_sign,159.0305,1500
warm,java,x86,ecc384_sign,162.0375,1500
warm,java,x86,ecc384_sign,142.2874,1500
warm,java,x86,ecc384_sign,155.5373,1500
warm,java,x86,ecc384_sign,175.6028,1500
warm,java,x86,ecc384_sign,164.0151,1500
warm,java,x86,ecc384_sign,144.1063,1500
warm,java,x86,ecc384_sign,153.671,1500
warm,java,x86,ecc384_sign,144.6075,1500
warm,java,x86,ecc384_sign,122.7535,1500
warm,java,x86,ecc384_sign,175.001,1500
warm,java,x86,ecc384_sign,137.2663,1500
warm,java,x86,ecc384_sign,251.3094,1500
warm,java,x86,ecc384_sign,120.9674,1500
warm,java,x86,ecc384_sign,168.6779,1500
warm,java,x86,ecc384_sign,135.5485,1500
warm,java,x86,ecc384_sign,193.7365,1500
warm,java,x86,ecc384_sign,139.3212,1500
warm,java,x86,ecc384_sign,116.8986,1500
