start_type,language,architecture,operation,execution_time_ms,memory_size
cold,java,x86,rsa3072_encrypt,141.9819,1500
cold,java,x86,rsa3072_encrypt,170.9836,1500
cold,java,x86,rsa3072_encrypt,127.9441,1500
cold,java,x86,rsa3072_encrypt,135.9754,1500
cold,java,x86,rsa3072_encrypt,109.437,1500
cold,java,x86,rsa3072_encrypt,139.2658,1500
cold,java,x86,rsa3072_encrypt,136.5064,1500
cold,java,x86,rsa3072_encrypt,130.371,1500
cold,java,x86,rsa3072_encrypt,141.9394,1500
cold,java,x86,rsa4096_decrypt,7956.3189,1500
cold,java,x86,rsa4096_decrypt,242.3721,1500
cold,java,x86,rsa4096_decrypt,156.4365,1500
cold,java,x86,rsa4096_decrypt,193.1282,1500
cold,java,x86,rsa4096_decrypt,187.3659,1500
cold,java,x86,rsa4096_decrypt,146.8718,1500
cold,java,x86,rsa4096_decrypt,154.4177,1500
cold,java,x86,rsa4096_decrypt,176.5082,1500
cold,java,x86,rsa4096_decrypt,164.7587,1500
cold,java,x86,rsa4096_decrypt,186.3889,1500
cold,java,x86,rsa4096_decrypt,185.8823,1500
cold,java,x86,rsa4096_decrypt,155.1961,1500
cold,java,x86,rsa4096_decrypt,162.7323,1500
cold,java,x86,rsa4096_decrypt,169.8572,1500
cold,java,x86,rsa4096_decrypt,157.8387,1500
cold,java,x86,rsa4096_decrypt,168.1799,1500
cold,java,x86,rsa4096_decrypt,154.7574,1500
cold,java,x86,rsa4096_decrypt,136.5181,1500
cold,java,x86,rsa4096_decrypt,162.113,1500
cold,java,x86,rsa4096_decrypt,159.0813,1500
cold,java,x86,rsa4096_decrypt,145.3364,1500
cold,java,x86,rsa4096_decrypt,165.621,1500
cold,java,x86,rsa4096_decrypt,137.0371,1500
cold,java,x86,rsa4096_decrypt,173.1646,1500
cold,java,x86,rsa4096_decrypt,171.3944,1500
cold,java,x86,rsa4096_decrypt,164.5064,1500
cold,java,x86,rsa4096_decrypt,133.3737,1500
cold,java,x86,rsa4096_decrypt,172.9463,1500
cold,java,x86,rsa4096_decrypt,136.6784,1500
cold,java,x86,rsa4096_decrypt,157.905,1500
cold,java,x86,rsa4096_encrypt,8018.2697,1500
cold,java,x86,rsa4096_encrypt,191.5068,1500
cold,java,x86,rsa4096_encrypt,195.1696,1500
cold,java,x86,rsa4096_encrypt,141.2608,1500
cold,java,x86,rsa4096_encrypt,188.0105,1500
cold,java,x86,rsa4096_encrypt,138.3859,1500
cold,java,x86,rsa4096_encrypt,177.7599,1500
cold,java,x86,rsa4096_encrypt,119.1644,1500
cold,java,x86,rsa4096_encrypt,129.9941,1500
cold,java,x86,rsa4096_encrypt,163.6049,1500
cold,java,x86,rsa4096_encrypt,118.7276,1500
cold,java,x86,rsa4096_encrypt,136.4669,1500
cold,java,x86,rsa4096_encrypt,123.7162,1500
cold,java,x86,rsa4096_encrypt,162.9399,1500
cold,java,x86,rsa4096_encrypt,159.7045,1500
cold,java,x86,rsa4096_encrypt,118.0021,1500
cold,java,x86,rsa4096_encrypt,143.4434,1500
cold,java,x86,rsa4096_encrypt,156.1044,1500
cold,java,x86,rsa4096_encrypt,142.9221,1500
cold,java,x86,rsa4096_encrypt,147.1528,1500
cold,java,x86,rsa4096_encrypt,118.4075,1500
cold,java,x86,rsa4096_encrypt,126.9431,1500
cold,java,x86,rsa4096_encrypt,149.146,1500
cold,java,x86,rsa4096_encrypt,132.1104,1500
cold,java,x86,rsa4096_encrypt,139.2901,1500
cold,java,x86,rsa4096_encrypt,137.1516,1500
cold,java,x86,rsa4096_encrypt,121.5908,1500
cold,java,x86,rsa4096_encrypt,134.7233,1500
cold,java,x86,rsa4096_encrypt,238.2571,1500
cold,java,x86,rsa4096_encrypt,130.1728,1500
cold,python,x86,ecc256_sign,6654.573,1500
cold,python,x86,ecc256_sign,259.9241,1500
cold,python,x86,ecc256_sign,202.582,1500
cold,python,x86,ecc256_sign,179.6967,1500
cold,python,x86,ecc256_sign,180.8468,1500
cold,python,x86,ecc256_sign,220.0866,1500
cold,python,x86,ecc256_sign,187.2395,1500
cold,python,x86,ecc256_sign,239.9552,1500
cold,python,x86,ecc256_sign,171.3472,1500
cold,python,x86,ecc256_sign,167.2484,1500
cold,python,x86,ecc256_sign,149.928,1500
cold,python,x86,ecc256_sign,137.4336,1500
cold,python,x86,ecc256_sign,224.2208,1500
cold,python,x86,ecc256_sign,155.4632,1500
cold,python,x86,ecc256_sign,157.5268,1500
cold,python,x86,ecc256_sign,149.823,1500
cold,python,x86,ecc256_sign,159.1472,1500
cold,python,x86,ecc256_sign,210.2857,1500
cold,python,x86,ecc256_sign,137.8465,1500
cold,python,x86,ecc256_sign,171.3927,1500
cold,python,x86,ecc256_sign,176.8014,1500
cold,python,x86,ecc256_sign,162.4058,1500
cold,python,x86,ecc256_sign,153.5526,1500
cold,python,x86,ecc256_sign,174.167,1500
cold,python,x86,ecc256_sign,150.9644,1500
cold,python,x86,ecc256_sign,155.9673,1500
cold,python,x86,ecc256_sign,163.8106,1500
cold,python,x86,ecc256_sign,160.6177,1500
cold,python,x86,ecc256_sign,149.9467,1500
cold,python,x86,ecc256_sign,170.8197,1500
cold,python,x86,ecc256_verify,6467.102,1500
cold,python,x86,ecc256_verify,83.8584,1500
cold,python,x86,ecc256_verify,98.5502,1500
cold,python,x86,ecc256_verify,84.0938,1500
cold,python,x86,ecc256_verify,84.1564,1500
cold,python,x86,ecc256_verify,94.1672,1500
cold,python,x86,ecc256_verify,79.9237,1500
cold,python,x86,ecc256_verify,129.4236,1500
cold,python,x86,ecc256_verify,105.0543,1500
cold,python,x86,ecc256_verify,86.3638,1500
cold,python,x86,ecc256_verify,157.3493,1500
cold,python,x86,ecc256_verify,84.22,1500
cold,python,x86,ecc256_verify,87.948,1500
cold,python,x86,ecc256_verify,74.3111,1500
cold,python,x86,ecc256_verify,123.6076,1500
cold,python,x86,ecc256_verify,92.265,1500
cold,python,x86,ecc256_verify,161.6363,1500
cold,python,x86,ecc256_verify,91.0238,1500
cold,python,x86,ecc256_verify,94.2115,1500
cold,python,x86,ecc256_verify,86.5858,1500
cold,python,x86,ecc256_verify,92.0022,1500
cold,python,x86,ecc256_verify,160.4067,1500
cold,python,x86,ecc256_verify,78.2508,1500
cold,python,x86,ecc256_verify,77.5993,1500
cold,python,x86,ecc256_verify,97.9566,1500
cold,python,x86,ecc256_verify,70.267,1500
cold,python,x86,ecc256_verify,77.6293,1500
cold,python,x86,ecc256_verify,88.2087,1500
cold,python,x86,ecc256_verify,95.7687,1500
cold,python,x86,ecc256_verify,73.2108,1500
cold,python,x86,ecc384_sign,6808.7242,1500
cold,python,x86,ecc384_sign,172.3021,1500
cold,python,x86,ecc384_sign,158.9494,1500
cold,python,x86,ecc384_sign,298.5322,1500
cold,python,x86,ecc384_sign,204.0543,1500
cold,python,x86,ecc384_sign,218.7391,1500
cold,python,x86,ecc384_sign,169.0779,1500
cold,python,x86,ecc384_sign,158.8546,1500
cold,python,x86,ecc384_sign,164.2598,1500
cold,python,x86,ecc384_sign,171.3652,1500
cold,python,x86,ecc384_sign,233.1855,1500
cold,python,x86,ecc384_sign,212.6996,1500
cold,python,x86,ecc384_sign,167.5865,1500
cold,python,x86,ecc384_sign,167.2651,1500
cold,python,x86,ecc384_sign,163.3676,1500
cold,python,x86,ecc384_sign,246.8003,1500
cold,python,x86,ecc384_sign,144.8098,1500
cold,python,x86,ecc384_sign,222.8369,1500
cold,python,x86,ecc384_sign,163.6853,1500
cold,python,x86,ecc384_sign,147.4758,1500
cold,python,x86,ecc384_sign,341.6514,1500
cold,python,x86,ecc384_sign,155.0412,1500
cold,python,x86,ecc384_sign,142.5043,1500
cold,python,x86,ecc384_sign,183.5017,1500
cold,python,x86,ecc384_sign,199.9639,1500
cold,python,x86,ecc384_sign,160.9692,1500
cold,python,x86,ecc384_sign,157.0344,1500
cold,python,x86,ecc384_sign,137.6371,1500
cold,python,x86,ecc384_sign,152.4233,1500
cold,python,x86,ecc384_sign,149.2275,1500
cold,python,x86,ecc384_verify,6662.9807,1500
cold,python,x86,ecc384_verify,101.0882,1500
cold,python,x86,ecc384_verify,176.3098,1500
cold,python,x86,ecc384_verify,194.8628,1500
cold,python,x86,ecc384_verify,92.5152,1500
cold,python,x86,ecc384_verify,106.8359,1500
cold,python,x86,ecc384_verify,230.3045,1500
cold,python,x86,ecc384_verify,141.311,1500
cold,python,x86,ecc384_verify,157.7677,1500
cold,python,x86,ecc384_verify,149.1481,1500
cold,python,x86,ecc384_verify,91.1798,1500
cold,python,x86,ecc384_verify,89.2743,1500
cold,python,x86,ecc384_verify,85.3246,1500
cold,python,x86,ecc384_verify,130.0993,1500
cold,python,x86,ecc384_verify,86.1234,1500
cold,python,x86,ecc384_verify,97.6875,1500
cold,python,x86,ecc384_verify,94.3293,1500
cold,python,x86,ecc384_verify,85.0877,1500
cold,python,x86,ecc384_verify,87.1265,1500
cold,python,x86,ecc384_verify,76.5768,1500
cold,python,x86,ecc384_verify,104.2356,1500
cold,python,x86,ecc384_verify,73.5902,1500
cold,python,x86,ecc384_verify,86.1601,1500
cold,python,x86,ecc384_verify,101.5569,1500
cold,python,x86,ecc384_verify,87.0076,1500
cold,python,x86,ecc384_verify,73.7235,1500
cold,python,x86,ecc384_verify,88.3198,1500
cold,python,x86,ecc384_verify,74.9309,1500
cold,python,x86,ecc384_verify,89.1129,1500
cold,python,x86,ecc384_verify,70.1195,1500
cold,python,x86,rsa2048_decrypt,6851.4831,1500
cold,python,x86,rsa2048_decrypt,190.1661,1500
cold,python,x86,rsa2048_decrypt,179.109,1500
cold,python,x86,rsa2048_decrypt,214.5311,1500
cold,python,x86,rsa2048_decrypt,215.3741,1500
cold,python,x86,rsa2048_decrypt,170.575,1500
cold,python,x86,rsa2048_decrypt,175.1301,1500
cold,python,x86,rsa2048_decrypt,232.6954,1500
cold,python,x86,rsa2048_decrypt,348.1006,1500
cold,python,x86,rsa2048_decrypt,159.1089,1500
cold,python,x86,rsa2048_decrypt,147.4987,1500
cold,python,x86,rsa2048_decrypt,215.1639,1500
cold,python,x86,rsa2048_decrypt,225.9925,1500
cold,python,x86,rsa2048_decrypt,217.7299,1500
cold,python,x86,rsa2048_decrypt,187.4678,1500
cold,python,x86,rsa2048_decrypt,144.4384,1500
cold,python,x86,rsa2048_decrypt,143.1049,1500
cold,python,x86,rsa2048_decrypt,166.0474,1500
cold,python,x86,rsa2048_decrypt,191.4713,1500
cold,python,x86,rsa2048_decrypt,270.549,1500
cold,python,x86,rsa2048_decrypt,184.6289,1500
cold,python,x86,rsa2048_decrypt,151.3054,1500
cold,python,x86,rsa2048_decrypt,230.3644,1500
cold,python,x86,rsa2048_decrypt,228.5839,1500
cold,python,x86,rsa2048_decrypt,170.9398,1500
cold,python,x86,rsa2048_decrypt,176.7539,1500
cold,python,x86,rsa2048_decrypt,173.8013,1500
cold,python,x86,rsa2048_decrypt,170.096,1500
cold,python,x86,rsa2048_decrypt,150.5045,1500
cold,python,x86,rsa2048_decrypt,159.2718,1500
cold,python,x86,rsa2048_encrypt,7153.6751,1500
cold,python,x86,rsa2048_encrypt,110.2145,1500
cold,python,x86,rsa2048_encrypt,102.6641,1500
cold,python,x86,rsa2048_encrypt,86.9972,1500
cold,python,x86,rsa2048_encrypt,83.9716,1500
cold,python,x86,rsa2048_encrypt,100.3997,1500
cold,python,x86,rsa2048_encrypt,98.3594,1500
cold,python,x86,rsa2048_encrypt,112.0556,1500
cold,python,x86,rsa2048_encrypt,112.8956,1500
cold,python,x86,rsa2048_encrypt,181.3912,1500
cold,python,x86,rsa2048_encrypt,119.6348,1500
cold,python,x86,rsa2048_encrypt,101.314,1500
cold,python,x86,rsa2048_encrypt,122.2323,1500
cold,python,x86,rsa2048_encrypt,98.5032,1500
cold,python,x86,rsa2048_encrypt,149.2399,1500
cold,python,x86,rsa2048_encrypt,90.1267,1500
cold,python,x86,rsa2048_encrypt,121.5636,1500
cold,python,x86,rsa2048_encrypt,127.4362,1500
cold,python,x86,rsa2048_encrypt,95.0713,1500
cold,python,x86,rsa2048_encrypt,70.6441,1500
cold,python,x86,rsa2048_encrypt,93.9741,1500
cold,python,x86,rsa2048_encrypt,96.2197,1500
cold,python,x86,rsa2048_encrypt,92.1299,1500
cold,python,x86,rsa2048_encrypt,99.2645,1500
cold,python,x86,rsa2048_encrypt,81.1478,1500
cold,python,x86,rsa2048_encrypt,81.5845,1500
cold,python,x86,rsa2048_encrypt,84.9918,1500
cold,python,x86,rsa2048_encrypt,82.2284,1500
cold,python,x86,rsa2048_encrypt,74.1898,1500
cold,python,x86,rsa2048_encrypt,82.9481,1500
cold,python,x86,rsa3072_decrypt,6810.5324,1500
cold,python,x86,rsa3072_decrypt,186.6901,1500
cold,python,x86,rsa3072_decrypt,207.2649,1500
cold,python,x86,rsa3072_decrypt,167.6811,1500
cold,python,x86,rsa3072_decrypt,194.5678,1500
cold,python,x86,rsa3072_decrypt,166.9515,1500
cold,python,x86,rsa3072_decrypt,259.5294,1500
cold,python,x86,rsa3072_decrypt,162.8393,1500
cold,python,x86,rsa3072_decrypt,204.0074,1500
cold,python,x86,rsa3072_decrypt,170.4338,1500
cold,python,x86,rsa3072_decrypt,172.5225,1500
cold,python,x86,rsa3072_decrypt,228.8872,1500
cold,python,x86,rsa3072_decrypt,167.5014,1500
cold,python,x86,rsa3072_decrypt,192.8494,1500
cold,python,x86,rsa3072_decrypt,188.3865,1500
cold,python,x86,rsa3072_decrypt,148.7763,1500
cold,python,x86,rsa3072_decrypt,163.1597,1500
cold,python,x86,rsa3072_decrypt,177.0264,1500
cold,python,x86,rsa3072_decrypt,170.9619,1500
cold,python,x86,rsa3072_decrypt,173.3736,1500
cold,python,x86,rsa3072_decrypt,174.0532,1500
cold,python,x86,rsa3072_decrypt,159.2751,1500
cold,python,x86,rsa3072_decrypt,146.6793,1500
cold,python,x86,rsa3072_decrypt,183.0494,1500
cold,python,x86,rsa3072_decrypt,154.3089,1500
cold,python,x86,rsa3072_decrypt,170.3246,1500
cold,python,x86,rsa3072_decrypt,165.814,1500
cold,python,x86,rsa3072_decrypt,141.8341,1500
cold,python,x86,rsa3072_decrypt,177.4283,1500
cold,python,x86,rsa3072_decrypt,186.2919,1500
cold,python,x86,rsa3072_encrypt,6613.7397,1500
cold,python,x86,rsa3072_encrypt,115.6822,1500
cold,python,x86,rsa3072_encrypt,101.9343,1500
cold,python,x86,rsa3072_encrypt,84.6852,1500
cold,python,x86,rsa3072_encrypt,153.3607,1500
cold,python,x86,rsa3072_encrypt,81.6613,1500
cold,python,x86,rsa3072_encrypt,87.6203,1500
cold,python,x86,rsa3072_encrypt,145.9455,1500
cold,python,x86,rsa3072_encrypt,77.6319,1500
cold,python,x86,rsa3072_encrypt,90.8697,1500
cold,python,x86,rsa3072_encrypt,84.5814,1500
cold,python,x86,rsa3072_encrypt,89.5395,1500
cold,python,x86,rsa3072_encrypt,320.4902,1500
cold,python,x86,rsa3072_encrypt,107.3922,1500
cold,python,x86,rsa3072_encrypt,83.4542,1500
cold,python,x86,rsa3072_encrypt,103.3276,1500
cold,python,x86,rsa3072_encrypt,102.2459,1500
cold,python,x86,rsa3072_encrypt,81.3247,1500
cold,python,x86,rsa3072_encrypt,146.4744,1500
cold,python,x86,rsa3072_encrypt,103.228,1500
cold,python,x86,rsa3072_encrypt,86.667,1500
cold,python,x86,rsa3072_encrypt,84.3377,1500
cold,python,x86,rsa3072_encrypt,177.6729,1500
cold,python,x86,rsa3072_encrypt,95.3569,1500
cold,python,x86,rsa3072_encrypt,75.1037,1500
cold,python,x86,rsa3072_encrypt,132.9615,1500
cold,python,x86,rsa3072_encrypt,77.4607,1500
cold,python,x86,rsa3072_encrypt,321.8482,1500
cold,python,x86,rsa3072_encrypt,67.6022,1500
cold,python,x86,rsa3072_encrypt,79.3306,1500
cold,python,x86,rsa4096_decrypt,7722.9117,1500
cold,python,x86,rsa4096_decrypt,204.9093,1500
cold,python,x86,rsa4096_decrypt,216.3955,1500
cold,python,x86,rsa4096_decrypt,194.2152,1500
cold,python,x86,rsa4096_decrypt,219.4792,1500
cold,python,x86,rsa4096_decrypt,267.0251,1500
cold,python,x86,rsa4096_decrypt,236.8866,1500
cold,python,x86,rsa4096_decrypt,212.7141,1500
cold,python,x86,rsa4096_decrypt,194.5722,1500
cold,python,x86,rsa4096_decrypt,195.3096,1500
cold,python,x86,rsa4096_decrypt,297.4764,1500
cold,python,x86,rsa4096_decrypt,170.8322,1500
cold,python,x86,rsa4096_decrypt,231.3753,1500
cold,python,x86,rsa4096_decrypt,157.24,1500
cold,python,x86,rsa4096_decrypt,164.7685,1500
cold,python,x86,rsa4096_decrypt,186.4113,1500
cold,python,x86,rsa4096_decrypt,217.0197,1500
cold,python,x86,rsa4096_decrypt,191.8096,1500
cold,python,x86,rsa4096_decrypt,192.4626,1500
cold,python,x86,rsa4096_decrypt,174.1991,1500
cold,python,x86,rsa4096_decrypt,166.7989,1500
cold,python,x86,rsa4096_decrypt,177.2995,1500
cold,python,x86,rsa4096_decrypt,178.375,1500
cold,python,x86,rsa4096_decrypt,169.7128,1500
cold,python,x86,rsa4096_decrypt,174.1738,1500
cold,python,x86,rsa4096_decrypt,189.1496,1500
cold,python,x86,rsa4096_decrypt,181.7072,1500
cold,python,x86,rsa4096_decrypt,183.3288,1500
cold,python,x86,rsa4096_decrypt,5195.5615,1500
cold,python,x86,rsa4096_decrypt,161.0468,1500
cold,python,x86,rsa4096_encrypt,6940.6237,1500
cold,python,x86,rsa4096_encrypt,106.1038,1500
cold,python,x86,rsa4096_encrypt,95.9316,1500
cold,python,x86,rsa4096_encrypt,94.23,1500
cold,python,x86,rsa4096_encrypt,133.2238,1500
cold,python,x86,rsa4096_encrypt,94.3632,1500
cold,python,x86,rsa4096_encrypt,95.4356,1500
cold,python,x86,rsa4096_encrypt,87.2768,1500
cold,python,x86,rsa4096_encrypt,89.7334,1500
cold,python,x86,rsa4096_encrypt,89.0834,1500
cold,python,x86,rsa4096_encrypt,114.774,1500
cold,python,x86,rsa4096_encrypt,101.7665,1500
cold,python,x86,rsa4096_encrypt,95.2469,1500
cold,python,x86,rsa4096_encrypt,87.0094,1500
cold,python,x86,rsa4096_encrypt,106.7893,1500
cold,python,x86,rsa4096_encrypt,70.8773,1500
cold,python,x86,rsa4096_encrypt,98.2168,1500
cold,python,x86,rsa4096_encrypt,84.5583,1500
cold,python,x86,rsa4096_encrypt,88.9894,1500
cold,python,x86,rsa4096_encrypt,121.7111,1500
cold,python,x86,rsa4096_encrypt,153.7381,1500
cold,python,x86,rsa4096_encrypt,79.8847,1500
cold,python,x86,rsa4096_encrypt,96.1672,1500
cold,python,x86,rsa4096_encrypt,90.7533,1500
cold,python,x86,rsa4096_encrypt,91.7237,1500
cold,python,x86,rsa4096_encrypt,157.1686,1500
cold,python,x86,rsa4096_encrypt,86.2206,1500
cold,python,x86,rsa4096_encrypt,100.0934,1500
cold,python,x86,rsa4096_encrypt,80.6145,1500
cold,python,x86,rsa4096_encrypt,74.9318,1500
cold,typescript,x86,ecc256_sign,6545.6927,1500
cold,typescript,x86,ecc256_sign,174.4071,1500
cold,typescript,x86,ecc256_sign,200.773,1500
cold,typescript,x86,ecc256_sign,190.2706,1500
cold,typescript,x86,ecc256_sign,184.1388,1500
cold,typescript,x86,ecc256_sign,158.7535,1500
cold,typescript,x86,ecc256_sign,133.8083,1500
cold,typescript,x86,ecc256_sign,162.0755,1500
cold,typescript,x86,ecc256_sign,172.5911,1500
cold,typescript,x86,ecc256_sign,174.6755,1500
cold,typescript,x86,ecc256_sign,285.438,1500
cold,typescript,x86,ecc256_sign,159.4173,1500
cold,typescript,x86,ecc256_sign,124.9736,1500
cold,typescript,x86,ecc256_sign,157.8604,1500
cold,typescript,x86,ecc256_sign,126.3393,1500
cold,typescript,x86,ecc256_sign,116.942,1500
cold,typescript,x86,ecc256_sign,143.4765,1500
cold,typescript,x86,ecc256_sign,149.3456,1500
cold,typescript,x86,ecc256_sign,129.0111,1500
cold,typescript,x86,ecc256_sign,133.1024,1500
cold,typescript,x86,ecc256_sign,133.4628,1500
cold,typescript,x86,ecc256_sign,115.9704,1500
cold,typescript,x86,ecc256_sign,117.4248,1500
cold,typescript,x86,ecc256_sign,149.6953,1500
cold,typescript,x86,ecc256_sign,123.6734,1500
cold,typescript,x86,ecc256_sign,126.1148,1500
cold,typescript,x86,ecc256_sign,128.3979,1500
cold,typescript,x86,ecc256_sign,261.118,1500
cold,typescript,x86,ecc256_sign,128.7573,1500
cold,typescript,x86,ecc256_sign,119.7596,1500
cold,typescript,x86,ecc256_verify,6496.705,1500
cold,typescript,x86,ecc256_verify,186.8312,1500
cold,typescript,x86,ecc256_verify,267.9818,1500
cold,typescript,x86,ecc256_verify,217.4755,1500
cold,typescript,x86,ecc256_verify,170.3712,1500
cold,typescript,x86,ecc256_verify,157.2767,1500
cold,typescript,x86,ecc256_verify,311.7315,1500
cold,typescript,x86,ecc256_verify,161.7775,1500
cold,typescript,x86,ecc256_verify,189.1271,1500
cold,typescript,x86,ecc256_verify,162.339,1500
cold,typescript,x86,ecc256_verify,180.7645,1500
cold,typescript,x86,ecc256_verify,156.7748,1500
cold,typescript,x86,ecc256_verify,138.8789,1500
cold,typescript,x86,ecc256_verify,182.1657,1500
cold,typescript,x86,ecc256_verify,147.0695,1500
cold,typescript,x86,ecc256_verify,142.7249,1500
cold,typescript,x86,ecc256_verify,125.7899,1500
cold,typescript,x86,ecc256_verify,290.4114,1500
cold,typescript,x86,ecc256_verify,169.1382,1500
cold,typescript,x86,ecc256_verify,139.4485,1500
cold,typescript,x86,ecc256_verify,119.5574,1500
cold,typescript,x86,ecc256_verify,250.755,1500
cold,typescript,x86,ecc256_verify,136.1082,1500
cold,typescript,x86,ecc256_verify,131.9772,1500
cold,typescript,x86,ecc256_verify,134.883,1500
cold,typescript,x86,ecc256_verify,116.7217,1500
cold,typescript,x86,ecc256_verify,146.1342,1500
cold,typescript,x86,ecc256_verify,147.8551,1500
cold,typescript,x86,ecc256_verify,122.0678,1500
cold,typescript,x86,ecc256_verify,136.5536,1500
cold,typescript,x86,ecc384_sign,6730.1861,1500
cold,typescript,x86,ecc384_sign,163.4852,1500
cold,typescript,x86,ecc384_sign,163.1968,1500
cold,typescript,x86,ecc384_sign,133.2201,1500
cold,typescript,x86,ecc384_sign,260.4399,1500
cold,typescript,x86,ecc384_sign,173.5415,1500
cold,typescript,x86,ecc384_sign,168.539,1500
cold,typescript,x86,ecc384_sign,145.9006,1500
cold,typescript,x86,ecc384_sign,383.3984,1500
cold,typescript,x86,ecc384_sign,139.7248,1500
cold,typescript,x86,ecc384_sign,116.3559,1500
cold,typescript,x86,ecc384_sign,161.5625,1500
cold,typescript,x86,ecc384_sign,176.8605,1500
cold,typescript,x86,ecc384_sign,134.5496,1500
cold,typescript,x86,ecc384_sign,174.5639,1500
cold,typescript,x86,ecc384_sign,128.3946,1500
cold,typescript,x86,ecc384_sign,136.8118,1500
cold,typescript,x86,ecc384_sign,120.7294,1500
cold,typescript,x86,ecc384_sign,131.9287,1500
cold,typescript,x86,ecc384_sign,128.6281,1500
cold,typescript,x86,ecc384_sign,157.0292,1500
cold,typescript,x86,ecc384_sign,128.0134,1500
cold,typescript,x86,ecc384_sign,143.7269,1500
cold,typescript,x86,ecc384_sign,122.7292,1500
cold,typescript,x86,ecc384_sign,133.9566,1500
cold,typescript,x86,ecc384_sign,133.5855,1500
cold,typescript,x86,ecc384_sign,163.094,1500
cold,typescript,x86,ecc384_sign,197.488,1500
cold,typescript,x86,ecc384_sign,180.5011,1500
cold,typescript,x86,ecc384_sign,145.1558,1500
cold,typescript,x86,ecc384_verify,6904.119,1500
cold,typescript,x86,ecc384_verify,194.5443,1500
cold,typescript,x86,ecc384_verify,173.0993,1500
cold,typescript,x86,ecc384_verify,422.2493,1500
cold,typescript,x86,ecc384_verify,188.5209,1500
cold,typescript,x86,ecc384_verify,163.231,1500
cold,typescript,x86,ecc384_verify,164.2013,1500
cold,typescript,x86,ecc384_verify,142.2666,1500
cold,typescript,x86,ecc384_verify,141.8326,1500
cold,typescript,x86,ecc384_verify,172.6269,1500
cold,typescript,x86,ecc384_verify,142.798,1500
cold,typescript,x86,ecc384_verify,174.071,1500
cold,typescript,x86,ecc384_verify,181.8329,1500
cold,typescript,x86,ecc384_verify,144.8483,1500
cold,typescript,x86,ecc384_verify,174.3341,1500
cold,typescript,x86,ecc384_verify,142.1217,1500
cold,typescript,x86,ecc384_verify,141.3314,1500
cold,typescript,x86,ecc384_verify,117.469,1500
cold,typescript,x86,ecc384_verify,131.1668,1500
cold,typescript,x86,ecc384_verify,155.3684,1500
cold,typescript,x86,ecc384_verify,144.9915,1500
cold,typescript,x86,ecc384_verify,185.1583,1500
cold,typescript,x86,ecc384_verify,137.6237,1500
cold,typescript,x86,ecc384_verify,117.1576,1500
cold,typescript,x86,ecc384_verify,145.9727,1500
cold,typescript,x86,ecc384_verify,118.6518,1500
cold,typescript,x86,ecc384_verify,136.107,1500
cold,typescript,x86,ecc384_verify,145.035,1500
cold,typescript,x86,ecc384_verify,134.7041,1500
cold,typescript,x86,ecc384_verify,142.1908,1500
cold,typescript,x86,rsa2048_decrypt,6939.5105,1500
cold,typescript,x86,rsa2048_decrypt,227.5297,1500
cold,typescript,x86,rsa2048_decrypt,280.493,1500
cold,typescript,x86,rsa2048_decrypt,184.9893,1500
cold,typescript,x86,rsa2048_decrypt,154.2133,1500
cold,typescript,x86,rsa2048_decrypt,152.0341,1500
cold,typescript,x86,rsa2048_decrypt,129.4916,1500
cold,typescript,x86,rsa2048_decrypt,151.7707,1500
cold,typescript,x86,rsa2048_decrypt,157.2762,1500
cold,typescript,x86,rsa2048_decrypt,117.9844,1500
cold,typescript,x86,rsa2048_decrypt,150.4551,1500
cold,typescript,x86,rsa2048_decrypt,164.6144,1500
cold,typescript,x86,rsa2048_decrypt,137.9132,1500
cold,typescript,x86,rsa2048_decrypt,138.8391,1500
cold,typescript,x86,rsa2048_decrypt,177.4159,1500
cold,typescript,x86,rsa2048_decrypt,142.7785,1500
cold,typescript,x86,rsa2048_decrypt,135.2449,1500
cold,typescript,x86,rsa2048_decrypt,150.0589,1500
cold,typescript,x86,rsa2048_decrypt,144.2936,1500
cold,typescript,x86,rsa2048_decrypt,195.1071,1500
cold,typescript,x86,rsa2048_decrypt,155.6887,1500
cold,typescript,x86,rsa2048_decrypt,127.1513,1500
cold,typescript,x86,rsa2048_decrypt,178.979,1500
cold,typescript,x86,rsa2048_decrypt,154.8289,1500
cold,typescript,x86,rsa2048_decrypt,114.6711,1500
cold,typescript,x86,rsa2048_decrypt,141.1283,1500
cold,typescript,x86,rsa2048_decrypt,152.8352,1500
cold,typescript,x86,rsa2048_decrypt,143.3561,1500
cold,typescript,x86,rsa2048_decrypt,203.5374,1500
cold,typescript,x86,rsa2048_decrypt,167.4479,1500
cold,typescript,x86,rsa2048_encrypt,6726.2037,1500
cold,typescript,x86,rsa2048_encrypt,192.776,1500
cold,typescript,x86,rsa2048_encrypt,149.8365,1500
cold,typescript,x86,rsa2048_encrypt,169.4072,1500
cold,typescript,x86,rsa2048_encrypt,163.9951,1500
cold,typescript,x86,rsa2048_encrypt,137.45,1500
cold,typescript,x86,rsa2048_encrypt,176.5933,1500
cold,typescript,x86,rsa2048_encrypt,190.0367,1500
cold,typescript,x86,rsa2048_encrypt,127.129,1500
cold,typescript,x86,rsa2048_encrypt,145.5222,1500
cold,typescript,x86,rsa2048_encrypt,176.6424,1500
cold,typescript,x86,rsa2048_encrypt,297.3601,1500
cold,typescript,x86,rsa2048_encrypt,161.2401,1500
cold,typescript,x86,rsa2048_encrypt,145.3499,1500
